更新时间,#genre#
20250801 01:27,url


RespoTime,whitelist,#genre#
779.81ms,广东体育,https://stream1.freetv.fun/yan-dong-ti-yu-19.m3u8
780.07ms,嘉佳卡通,https://stream1.freetv.fun/jia-jia-qia-tong-21.ctv
780.18ms,凤凰资讯,https://stream1.freetv.fun/feng-huang-zi-xun-24.ctv
780.19ms,翡翠台,https://cdn.iptv8k.top/dl/jrys.php?id=3&time=20240926215313&ip=111.229.253.40『线路08』
780.32ms,汕头综合,https://stream1.freetv.fun/shan-tou-zong-he-12.ctv
780.33ms,台视新闻,http://jnzq.ohoyee.com:9080/live/ts.m3u8
780.46ms,上虞新商都,http://l.cztvcloud.com/channels/lantian/SXshangyu3/720p.m3u8?zzhed\r\n
780.66ms,[SD]香港卫视,https://stream1.freetv.fun/7dd43876bc4752a3b299521f4a85dfa7555b350d39c605cf6a408f6f31687a62.m3u8
780.69ms,陕西洋县国宝朱鹮03,https://gcalic.v.myalicdn.com/gc/zh03_1/index.m3u8
780.69ms,金鹰卡通,https://stream1.freetv.fun/jin-ying-qia-tong-44.m3u8
780.82ms,广东珠江,https://stream1.freetv.fun/yan-dong-zhu-jiang-13.m3u8
780.89ms,咪视通-40,http://43.138.0.72:35455/itv/3000000010000019839.m3u8?cdn=FifastbLive
781.03ms,咪视通-12,http://43.138.0.72:35455/itv/3000000020000011518.m3u8?cdn=FifastbLive
781.11ms,广东珠江,http://183.237.95.108:9901/tsfile/live/1030_1.m3u8?key=txiptv&playlive=0&authid=0
781.18ms,兵团卫视,https://stream1.freetv.fun/bing-tuan-wei-shi-45.m3u8
781.20ms,河南民生,https://stream1.freetv.fun/he-nan-min-sheng-4.m3u8
781.27ms,舞曲视频1,https://vd4.bdstatic.com/mda-mkf4g5p5hpevqbx6/sc/cae_h264/1637033781127837401/mda-mkf4g5p5hpevqbx6.mp4
781.51ms,江门综合,https://stream1.freetv.fun/jiang-men-zong-he-9.ctv
781.51ms,[SD]discovery kids =1,https://stream1.freetv.fun/945f431ec940781a3f8ed2f1ab55500c6d0afe11ea611d8fdc69368ef2e58678.m3u8
781.65ms,亚洲新闻,https://stream1.freetv.fun/ya-zhou-xin-wen-1.m3u8
781.87ms,淘电影,https://stream1.freetv.fun/tao-dian-ying-6.ctv
781.88ms,07-26 23:55_UFC阿布扎比站：惠特克VS里德尔_UFC阿布扎比站：惠特克VS里德尔_英文原声,http://one.loiey.top:55488/migu/956563242.m3u8?migutoken=3c9e4eb980b79c88eda8d7ea81162d28bb3bde6dc69f1dc7d4a0df4fb7e135b7632378cf2212715890b565fbf61e07d64d00cfe9fd5fa5b5498354f21b403e8440ceaa6c0afc9ae3de8ab30d
782.10ms,东森超视,https://stream1.freetv.fun/dong-sen-chao-shi-2.m3u8
782.15ms,咪咕视频_8M1080_咪视通-24,http://xiaoya.crccxw.top:35455/itv/3000000010000000097.m3u8?cdn=FifastbLive
782.22ms,07-27 19:20_中超联赛_上海申花 vs 河南_赛场原声,http://one.loiey.top:55488/migu/956561726.m3u8?migutoken=919423645800e338f4f38744145bb22d9cfee84c522ab3469a27d491bd788be16bb697eebd1814a43ba4fe42642f42169b15243b3e7516b48f806a6a3674062cceac2bce970feb457b7f8e2d
782.26ms,JSPORTS1,https://stream1.freetv.fun/jsports-1-1.m3u8
782.31ms,云南卫视,http://120.198.95.220:9901/tsfile/live/1007_1.m3u8?key=txiptv
782.41ms,苍南新闻综合,http://l.cztvcloud.com/channels/lantian/SXcangnan1/720p.m3u8?zzhed
782.90ms,翡翠台,http://zb.xmzb.xyz/8888.php?id=be一翡翠台
783.00ms,山东体育,https://stream1.freetv.fun/shan-dong-ti-yu-1.m3u8
783.05ms,[SD]香港卫视,https://stream1.freetv.fun/e06e2245cd56eb5f8705bdbc4a622a8b6be2c249723c987bedf610bc0a7b35df.m3u8
783.06ms,[HD]viutv[geo-blocked],https://stream1.freetv.fun/24011fe722dc3f5e8fc2c34317c9d94ebd36a707dbd89426eb1072fea51f5b25.m3u8
783.11ms,青海卫视,https://stream1.freetv.fun/08634ae79ac958d456b3a36629c9f5c7a90eb67044c3c672a6b5442c413821aa.m3u8
783.38ms,佛山公共,https://stream1.freetv.fun/fo-shan-gong-gong-17.ctv
783.81ms,星空卫视,https://stream1.freetv.fun/xing-kong-wei-shi-7.ctv
783.85ms,湖南卫视,http://gfr.x3322.net:9901/tsfile/live/1027_1.m3u8
784.03ms,凤凰资讯,https://stream1.freetv.fun/feng-huang-zi-xun-13.m3u8
784.14ms,甘肃卫视,http://110.42.37.69:6688/live/live.php?token=zUA1TRLJ9Q&id=gsws&zy.m3u8
784.19ms,07-28 02:30_WTA华盛顿站决赛_WTA华盛顿站决赛_单文强,http://one.loiey.top:55488/migu/956346236.m3u8?migutoken=0e227fccd9f49d6e6ed1ad27f71eb447745685169938fd39bd217ee3c70fd7b65395e3cc110dc2449dc18dbb4defa8b665adbc8dcf4e94c4a1c370cfaaed5a3cc2222d64af954ddfe984a3dc
784.27ms,[HD]viutvsix *wj,https://stream1.freetv.fun/f095bbc54c803f096d2f5942b3c57c40b805730382f47a5d3dad49f771171c9d.ctv
784.49ms,龙飘飘《我没醉》FHD,https://vdse.bdstatic.com//3d48e45e47836cd75c202ec957260837.mp4
784.54ms,咪视通-34,http://43.138.0.72:35455/itv/3000000010000011518.m3u8?cdn=FifastbLive
784.65ms,凉山彝语频道,http://file.yizu.tv/nmip-media/channellive/channel107323/playlist.m3u8#http://m3u8.channel.i0834.cn/nmpi-media/channellive/channel115044/playlist.m3u8
784.65ms,08-01 00:30_WTA蒙特利尔站第五日_WTA蒙特利尔站第五日_赛场原声,http://one.loiey.top:55488/migu/956653716.m3u8?migutoken=2552491f4286451f6e728a6f9cb35d6da2cba5595ff884a5418dd08850fe3cd21c4fba1bc5103b33be21b98b2a81670432daa67a13b4bf9533a3115006d8065c311e7f611309a84c87b37c8c
784.69ms,咪视通-23,http://43.138.0.72:35455/itv/3000000020000011531.m3u8?cdn=FifastbLive
784.88ms,咪视通-28,http://43.138.0.72:35455/itv/3000000010000004193.m3u8?cdn=FifastbLive
785.00ms,山东少儿,https://stream1.freetv.fun/shan-dong-shao-er-8.m3u8
785.03ms,安徽卫视,http://113.57.111.4:1111/tsfile/live/1021_1.m3u8
785.15ms,咪视通-1,http://116.232.8.196:18888/itv/3000000001000005308.m3u8?cdn=FifastbLive
785.16ms,生活时尚,https://stream1.freetv.fun/sheng-huo-shi-shang-1.ctv
785.22ms,靖江新闻综合,http://visit.jjbctv.com:1935/live/xwzhmb/playlist.m3u8?zjiangsd#http://visit.jjbctv.com:1935/live/xwzhpc/playlist.m3u8?zjiangsd
785.31ms,07-27 19:25_福建闽港澳台“同心杯”篮球邀请赛_澳门昊骏篮球队vs香港汉友篮球队_解说,http://one.loiey.top:55488/migu/956620461.m3u8?migutoken=db62e581c1a725209fc7fb88b88743f3be4e6f3516ad0558b178567a785d6c26dbbed1450673233773d7f78058f9c130e103e9c390d319393b7b7c4c8f79daad7f71e129535b45e3edb0152f
785.32ms,四川峨眉山普贤菩萨铜像,https://gcalic.v.myalicdn.com/gc/emspxps_1/index.m3u8
785.37ms,广州综合,https://stream1.freetv.fun/yan-zhou-zong-he-21.ctv
785.39ms,遂昌综合,http://l.cztvcloud.com/channels/lantian/SXsuichang1/720p.m3u8?zzhed
785.48ms,咪视通-36,http://www.douzhicloud.site:35455/itv/3000000010000012616.m3u8?cdn=FifastbLive
785.52ms,07-27 07:20_2025润泰翡翠城中国田径协会10公里精英赛_2025润泰翡翠城中国田径协会10公里精英赛_清流播出,http://one.loiey.top:55488/migu/956562832.m3u8?migutoken=a170a2dd479bebf1b38ae1944bfff2fd8b5e6fcefc526c9cd919049764269d084a7536055b9f044e34f12d4018d5b3e68047b1604cf137afe2774ed267328bd8783219212b26ed44557958d3
785.56ms,延边2,http://stream5.jlntv.cn/wq/playlist.m3u8
785.90ms,凤凰中文,https://stream1.freetv.fun/feng-huang-zhong-wen-3.ctv
785.98ms,泰山主峰,https://gcalic.v.myalicdn.com/gc/taishan01_1/index.m3u8
786.02ms,深圳财经生活,https://stream1.freetv.fun/shen-zhen-cai-jing-sheng-huo-4.ctv
786.25ms,咪咕视频_8M1080_咪视通-30,http://jackgao.top:35455/itv/3000000010000006658.m3u8?cdn=FifastbLive
786.33ms,iPanda基地成年园②,http://gctxyc.liveplay.myqcloud.com/gc/xiongmao02_1/index.m3u8
786.40ms,TVB明珠,http://php.jdshipin.com:8880/iptv.php?id=mzt
786.56ms,07-31 21:00_双打1/8决赛、男女单打1/32决赛_双打1/8决赛、男女单打1/32决赛_4号桌,http://one.loiey.top:55488/migu/956348039.m3u8?migutoken=db9112e5bf7ae865d92eb21b859037743cedddeb104412ee08cf4cebc90ab0913dd6264ebd1ffe79d0382eab7d81795fd6301a4b0d23b0ec8b901c9eae7e4cad3be3b78b1d85f45beb70036f
786.74ms,河北农民,https://stream1.freetv.fun/he-bei-nong-min-1.m3u8
786.79ms,凤凰香港,https://epg.pw/stream/5f16dc7fc8aaaed3205516c63e4a8c24bca9dbba1181684244729cf574505b0e.m3u8
786.85ms,CHC影迷电影,https://stream1.freetv.fun/chcying-mi-dian-ying-1.ctv
786.87ms,07-27 02:30:00_女篮非洲杯A组小组赛_埃及 vs 科特迪瓦,http://one.loiey.top:55488/txsport/160009:127700/341777/1387724500.m3u8?txtoken=3718a79658bb61bccfac4bfee2e87c5550fb9fa0d37b42fd87022edb405155e19431808d488d906e09d984d39de13cb872f618e35e0b5a9d12dfc68a762bc8c3821f13ca9e264d94392a45cd7e3a411dc43b01c76346be59745d2b97e3d399f19c59e2d2c99387be9b6473b24113798966e3dd7b1ed62783e5acf97bf8
786.93ms,新闻综合,https://stream1.freetv.fun/xin-wen-zong-he-13.m3u8
787.07ms,CCTV16,http://yemingjkl.x3322.net:35455/bptv/10000100000000050000000004972604.m3u8
787.08ms,山东卫视,https://live.catvod.com/catvod.php?id=sdws
787.13ms,北京卫视,http://221.2.148.205:8154/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
787.41ms,东南卫视,http://live.sxrtv.com/iptv/dnws.m3u8
787.42ms,中天娱乐,https://stream1.freetv.fun/zhong-tian-yu-le-4.m3u8
787.57ms,解说_恐怖电影解说,http://dns.yiandrive.com:13571/huya/16741179
787.59ms,厦门卫视,http://yemingjkl.x3322.net:35455/bptv/10000100000000050000000003887454.m3u8
787.69ms,四川|黑水新闻综合,http://live.schstv.com:90/live/xwzh.m3u8
787.72ms,07-26 22:30:00_女篮非洲杯D组小组赛_卢旺达 vs 尼日利亚,http://one.loiey.top:55488/txsport/160009:127709/341776/1387724200.m3u8?txtoken=02d79b1d2e66721aae050468bb52823aadf48871a7cd8d7a2877bd6ab3ff9dd34144582acbd67c278cb8269b4063be157fc5299c3305fa22d957e67de0685a7d3d2b95d313c3b90ea6e89a93af9bc5f69980f2c057017bc408d53dda572a5e1ae1744a210da0132d8cb53372c9c863169eafe8d3e67fcecd83d36558f2
787.74ms,北京卫视,https://epg.pw/stream/527599ab2491e902c2d6c7fbf1f743020737e612bfa3b5b25cba3a91eb9af0c9.m3u8
787.97ms,赣州教育,https://pili-live-hls-sjxgz2024.sobeylive.com/jxgz2024/396_q_live172526335287668.m3u8
788.08ms,咪视通-44,http://43.138.0.72:35455/itv/3000000010000027691.m3u8?cdn=FifastbLive
788.37ms,CCTV13,http://www.cdnstv.com:6398/hls/13/index.m3u8
788.58ms,咪视通-18,http://43.138.0.72:35455/itv/3000000020000011524.m3u8?cdn=FifastbLive
788.62ms,福建经济,https://stream1.freetv.fun/fu-jian-jing-ji-4.m3u8
788.79ms,广东新闻,https://stream1.freetv.fun/yan-dong-xin-wen-8.m3u8
788.95ms,平湖新闻综合,https://stream1.freetv.fun/ping-hu-xin-wen-zong-he-1.m3u8
789.02ms,凤凰中文,https://stream1.freetv.fun/feng-huang-zhong-wen-15.ctv
789.25ms,CCTV2,https://smart.pendy.dpdns.org/Smart.php?id=cctv2
789.42ms,动漫秀场,https://stream1.freetv.fun/dong-man-xiu-chang-12.m3u8
789.52ms,央视新闻·正直播,http://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL2.smil/chunklist_w1018196661_b1000000.m3u8
789.56ms,07-27 02:30_莱巴金娜、拉杜卡努冲决赛_莱巴金娜、拉杜卡努冲决赛_清流,http://one.loiey.top:55488/migu/956346124.m3u8?migutoken=6d11ac18310d495cf73d6cc5cf735076f6f2d40ae46891c86f8c44c0c43641f82de55ffb37aca1b273171361c702cb001e56ec488c58121be66615a614fe8624c5c27b9214f7d30cdaf042dd
789.58ms,浙江新闻,https://stream1.freetv.fun/zhe-jiang-xin-wen-2.m3u8
789.59ms,CCTV13,http://39.164.160.249:9901/tsfile/live/0013_1.m3u8
789.66ms,07-27 19:20_NBL_合肥狂风峻茂vs湖北文旅_现场原声,http://one.loiey.top:55488/migu/956481066.m3u8?migutoken=07b17bfa1465c6b7556b52c65135370275e33e4ba93058a69cce59765a68c27acf59d2ebf4df1664d0e14fa2e96bd6ffdaa830609a8c525a6c5165576038f12be687813b3512e69f19daf1ae
789.77ms,黄花城水长城02,http://gctxyc.liveplay.myqcloud.com/gc/wgw02_1/index.m3u8
789.91ms,江西卫视,http://36.32.174.67:60080/newlive/live/hls/22/live.m3u8
789.98ms,CCTV16,https://stream1.freetv.fun/cdd93308f8ffbb06fab05e75d7c91d7ec6d9c68d865738572b52b3e8c959cf14.m3u8
790.43ms,青海卫视,http://fxgm.fxjf.work:19901/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0
790.53ms,江苏徐州云龙湖风景区云龙山观景台西,https://gcalic.v.myalicdn.com/gc/ylh04_1/index.m3u8
790.63ms,07-27 15:50_中乙联赛_广西恒宸vs广州蒲公英德桦绿建_解说,http://one.loiey.top:55488/migu/956580136.m3u8?migutoken=4625810a8e2b89372aa0a0b0f5d12e1be3e2a032a72dfb2b22aec444ccce4cd850acda3bd334a8735c4c7521a807705285533c60e44e4264e7ed5fef3eb5641742780080928fee0a4556c6b3
790.91ms,CCTV4,https://smart.pendy.dpdns.org/Smart.php?id=cctv4
790.91ms,武乡新闻综合,https://stream1.freetv.fun/wu-xiang-xin-wen-zong-he-4.m3u8
790.97ms,西藏卫视,http://ygbh.site/php/bfgd.php?id=121
790.99ms,贵州卫视,https://epg.pw/stream/d2c8f70016aaf34de5f98ea9bc86e2ea0ba4e8f312f633bc26c05d0e825ccca0.m3u8
791.04ms,浙江教科影院,http://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
791.09ms,太谷新闻综合,https://p2.vzan.com/slowlive/596867413819827251/live.m3u8?zbid=1725814272&amp;tpid=1516989100&amp;type=0
791.16ms,江苏卫视,http://fxgm.fxjf.work:19901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
791.18ms,江苏-江苏综合广播,http://satellitepull.cnr.cn/live/wx32jsxwzhgb/playlist.m3u8
791.36ms,咪视通-10,http://43.138.0.72:35455/itv/3000000001000031494.m3u8?cdn=FifastbLive
791.46ms,延边卫视,https://stream1.freetv.fun/d2ea3a364fa453b29060ebccb5a06a1941755859c0182ab0f071473c08738fc2.m3u8
791.46ms,07-30 19:30_2025斯诺克上海大师赛第二轮：罗尼·奥沙利文 6-5 巴里·霍金斯_罗尼·奥沙利文 6-5 巴里·霍金斯_2号桌,http://one.loiey.top:55488/migu/956152066.m3u8?migutoken=74a26123ed4592be85198f75d844b2bfd61f3922356dae61bc92648aa8be6905c3fe5933ad39d4c7ee5c90f1254c8de1030520f9089e53b2745b03432d8f16e27583ac44d29b83cc1d704b4d
791.52ms,湖北卫视,https://epg.pw/stream/a168d5ee9a5535ed5d363fe5b921fc96b8e59faeb98d0a1780505ad1384b0a00.m3u8
791.63ms,凤凰资讯,https://stream1.freetv.fun/feng-huang-zi-xun-23.m3u8
791.72ms,贵州卫视,https://epg.pw/stream/902bf1b0febec739ab71abb790e136417a9c7686e81cfa97705dfe0ae0afda28.m3u8
791.85ms,安徽综艺体育,https://stream1.freetv.fun/an-hui-zong-yi-ti-yu-5.m3u8
791.92ms,河北卫视,https://epg.pw/stream/53800b472ac1869f0e75f5c2b17fdee144590e10b746f523425fd6ee5cc9b490.m3u8
792.07ms,凉山新闻综合,http://file.yizu.tv/nmip-media/channellive/channel106606/playlist.m3u8
792.15ms,佛山公共,https://stream1.freetv.fun/fo-shan-gong-gong-4.ctv
792.16ms,广东体育,https://stream1.freetv.fun/yan-dong-ti-yu-36.m3u8
792.42ms,TVB无线新闻,https://smart.pendy.dpdns.org/Smart.php?id=inews_twn
792.50ms,龙井综合,http://stream8.jlntv.cn/ljtv/sd/live.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
792.57ms,碌曲,http://pili-live-hls.hfmt.net/gntv/lqtv.m3u8?zgand
792.61ms,CCTV8,http://110.42.37.69:6688/live/live.php?token=zUA1TRLJ9Q&id=cctv8&zy.m3u8
792.90ms,深圳卫视,http://61.136.172.236:9901/tsfile/live/0126_1.m3u8
792.92ms,咪视通-37,http://43.138.0.72:35455/itv/3000000010000015470.m3u8?cdn=FifastbLive
792.99ms,湖北经视,https://stream1.freetv.fun/hu-bei-jing-shi-10.m3u8
793.11ms,辽宁教育青少,http://ygbh.site/php/bfgd.php?id=075
793.36ms,CCTV14,http://www.cdnstv.com:6398/hls/14/index.m3u8
793.36ms,东南卫视,http://ygbh.site/php/bfgd.php?id=483
793.37ms,[SD]耀才财经,https://stream1.freetv.fun/9372d5d53589816008f331a4592de1cdf0e5eb37cd47a052d60a74be9041e816.m3u8
793.77ms,星空卫视,https://stream1.freetv.fun/xing-kong-wei-shi-12.m3u8
793.80ms,CCTV6,http://www.dsk.cc/php/bfgd.php?id=cctv6&m.m3u8
794.07ms,07-27 19:20_中超联赛_浙江 vs 武汉三镇_赛场原声,http://one.loiey.top:55488/migu/956561686.m3u8?migutoken=4d1e53e68e56bc40bb8d66137a3e367c04f6ec09ed9e18e9ebb622e8708708f2ca18e27c0dcde1dcac1cff6ee9aa28b538da2e845b43e70cc6e67aacda490a909a4aa56f2be1130d0c4f8b6c
794.30ms,康定新闻综合,http://m3u8-kd.channel.ganzitv.com/nmip-media-yajiang/channellive/channel100663/playlist.m3u8?zsicd#http://m3u8-kd.channel.ganzitv.com/nmip-media-yajiang/channellive/channel100663/playlist.m3u8
794.33ms,嘉佳卡通,https://stream1.freetv.fun/jia-jia-qia-tong-22.ctv
794.42ms,CCTV10,http://zqh2333.top:2222/rtp/239.93.25.28:5140
794.85ms,魅力足球,https://stream1.freetv.fun/mei-li-zu-qiu-1.m3u8
795.13ms,泰山太平岭,https://gcalic.v.myalicdn.com/gc/hkts09_1/index.m3u8
795.31ms,山东-烟台音乐广播,http://live.xmcdn.com/live/2716/64.m3u8
795.45ms,CCTV12,http://zqh2333.top:2222/rtp/239.93.25.30:8124
795.76ms,黑龙江卫视,https://epg.pw/stream/91f980623df2d6f6e2bdc1ade976bc8930d4e6cad8e116fd5f3c6fe91e60345c.m3u8
795.84ms,金鹰卡通,https://stream1.freetv.fun/jin-ying-qia-tong-19.m3u8
795.92ms,CCTV14,https://www.freetv.top/migu/624878440.m3u8?migutoken=db2a84fa1a47ccda35261252e35f997e2e7083da0db8369cf0612848c30e97efb2851cf91c1ca38b261647c5e104e3ee881d60d1da85f1e4748958fe7c4d93689021888fe45fbaa99a6e1e45b9
796.24ms,鹿泉一套,https://jwcdnqx.hebyun.com.cn/live/luquanyi/1500k/tzwj_video.m3u8?zhebd
796.28ms,CCTV16,http://fjcm-2117.live.iptv.darwinchow.com/PLTV/88888888/224/3221227125/index.m3u8
796.38ms,咪视通-41,http://43.138.0.72:35455/itv/3000000010000021904.m3u8?cdn=FifastbLive
796.39ms,东森洋片,https://smart.pendy.dpdns.org/Smart.php?id=ettvwestern
796.74ms,东南卫视,https://epg.pw/stream/aba8603324d1cea99c18553c3a7d4da469e94ce7741fb9db7efb6dfaf05b116e.m3u8
796.93ms,ABC News Australia,https://stream1.freetv.fun/abc-news-australia-1.m3u8
797.50ms,iPanda都江堰英英,http://gctxyc.liveplay.myqcloud.com/gc/xiongmao16_1/index.m3u8
797.79ms,07-30 19:30_2025斯诺克上海大师赛第二轮：赵心童 6-2 克里斯·韦克林_赵心童 6-2 克里斯·韦克林_1号桌,http://one.loiey.top:55488/migu/956152035.m3u8?migutoken=6b1d224d545370c8094b6bc29d46eb1a7f786a29ed8c9d4b0fd4d20705d23e0db9b1c5a5463ebb5db2a14810bb477ba236c2c18db21b68d5832136632e6f3af79386e789af8f5da54f9f0ca3
797.86ms,CCTV2,http://36.32.174.67:60080/newlive/live/hls/2/live.m3u8
797.97ms,07-27 16:30_BLG vs FPX_BLG vs FPX_官方解说,http://one.loiey.top:55488/migu/956383768.m3u8?migutoken=ac0e31ec72a3dc0dd866d5239cce6d75933fb0cfabcba837d0ff2599f29b962e3e200cd5d14067b88af7e1e54b2f6fe01147743a01c6a14b05875a3b1c53d369987d9c60b41b9208c7da9a14
797.99ms,咪咕视频_8M1080_咪视通-5,http://xiaoya.crccxw.top:35455/itv/3000000001000008176.m3u8?cdn=FifastbLive
798.06ms,CCTV10,https://www.freetv.top/migu/624878405.m3u8?migutoken=57856cbec134c6ff7a049829b18cdb5c22c6e65b4d00db56bf05367137ce52b45d1641ce2d193f0e2bc4b2fb3a0253c58dcd15e7ccd521b07f795e8bc2e63a68c24bb377becebc67f96cd23d21
798.16ms,咪视通-1,http://43.138.0.72:35455/itv/3000000001000005308.m3u8?cdn=FifastbLive
798.19ms,[BD]tvbs亚洲,https://stream1.freetv.fun/ce8e01cc845634983919a261db9d656ca889917f942f25ef8739ac2a33a07cdc.m3u8
798.42ms,咪视通-36,http://43.138.0.72:35455/itv/3000000010000012616.m3u8?cdn=FifastbLive
798.45ms,浙江新闻,https://stream1.freetv.fun/zhe-jiang-xin-wen-9.m3u8
798.72ms,解说_顾久撩电影,http://cfss.cc/cdn/hy/16422212.flv
798.78ms,大鱼,https://vd2.bdstatic.com/mda-jj0mrjgwdibh8dy1/sc/mda-jj0mrjgwdibh8dy1.mp4
798.81ms,好多倩_夜夜夜漫长,https://vd4.bdstatic.com/mda-mcm1j9nnz5xxyhar/720p/h264_cae/1621016873537262108/mda-mcm1j9nnz5xxyhar.mp4
799.20ms,咪视通-25,http://43.138.0.72:35455/itv/3000000010000002019.m3u8?cdn=FifastbLive
799.53ms,MDIIonair,http://web.onair-radio.eu:1935/Alpha-Host/Alpha-Host/playlist.m3u8
799.57ms,青海卫视,https://stream1.freetv.fun/deaa20e0dee0586cff9865553a834a8c953550e0536954e6e150c89839aefab8.m3u8
799.62ms,07-27 17:00:00_LPL第三赛段组内赛_LPL第三赛段组内赛第九比赛日,http://one.loiey.top:55488/txsport/100002:20255536/342664/1772619700.m3u8?txtoken=f08e1bec75e3ab229d8cab87e4b5f7b826f4bd485ca7691de1a7a8e1566f55932cb83c9fdeca1d7754f4e57302a6727fc20052c4900664032e2549c1d21ef901686b168366cf0059d04ce727fe2ad0e3d78d5e9dfc1212303cf54c7e12ef71979b00cbb0c1f03d9e799661fea2d755cbf4a44b135c4ec1d02896d0d702
799.76ms,甘肃卫视,https://epg.pw/stream/7cc76bed6f2f891b941844bc0fa168c739d41772a8435e20998d4ca4594ebea2.m3u8
799.82ms,第一财经,https://stream1.freetv.fun/di-yi-cai-jing-12.m3u8
799.87ms,江苏-KiangsuGeneralNewsRadio,http://lzlive.vojs.cn/rTyLc36/92/live.m3u8
799.90ms,人间卫视,https://stream1.freetv.fun/05b9099bef592e55129817a0f82b4cc60378970bc856b993ae9e330e85f4351f.m3u8
800.06ms,CityFM|台北健康,http://fm901.cityfm.tw:8080/901.mp3
800.15ms,CCTV12,http://www.cdnstv.com:6398/hls/12/index.m3u8
800.17ms,南宁公共,https://stream1.freetv.fun/nan-zhu-gong-gong-5.m3u8
800.34ms,湖南娱乐,https://stream1.freetv.fun/hu-nan-yu-le-5.m3u8
800.42ms,辽宁都市,http://dassby.qqff.top:99/live/辽宁都市/index.m3u8
800.62ms,福建武夷山玉女峰,https://gcalic.v.myalicdn.com/gc/wysynf_1/index.m3u8
800.81ms,云南卫视,http://ygbh.site/php/bfgd.php?id=482
800.86ms,咪视通-31,http://116.232.8.196:18888/itv/3000000010000009788.m3u8?cdn=FifastbLive
800.89ms,07-31 04:00_苏籽童/曾之颖出战女双资格赛_苏籽童/曾之颖出战女双资格赛_3号桌,http://one.loiey.top:55488/migu/956347855.m3u8?migutoken=ffdfbd7ccc317b3db4770d5c72c7ddd8d88f052855eed0c2c2f13694dd9038045f7248e239935ca9191edca13850a5212556c6fcdaf19bfbf2e1a5e27b32cb0db2039d266ca456c13bddee5d
800.91ms,07-27 08:00:00_WTA500华盛顿站决赛_待定 vs 待定,http://one.loiey.top:55488/txsport/100308:22821/343012/1772697800.m3u8?txtoken=be94958b732c81f74d341ca86d234e0eca6f69936ea9e992fcf9054b67c4da1f955b11b8794c2b897c7c0703dcc7c7dcdfdde58ed49b3fef50e1b28596985f410e72e2d45d5eecf303dd559e491f67fddae38184af2a5ea0982fe33bf8555911c73029318212de2d07056f091c9f5e4c7d18c1a71b633be7258035bfe7
801.31ms,嘉佳卡通,http://fjcm-2118.live.iptv.darwinchow.com/PLTV/88888888/224/3221227498/index.m3u8
801.43ms,重庆卫视,http://zqh2333.top:2222/rtp/239.93.25.107:5140
801.70ms,张掖七彩丹霞,https://gcalic.v.myalicdn.com/gc/zyqcdx01_1/index.m3u8
801.78ms,北京卫视,http://fjcm-2118.live.iptv.darwinchow.com/PLTV/88888888/224/3221225826/index.m3u8
801.82ms,四川科教,https://stream1.freetv.fun/si-chuan-ke-jiao-4.ctv
801.92ms,07-27 18:30:00_2025乒超联赛第二阶段_乒超第三日男团：汕头vs四川,http://one.loiey.top:55488/txsport/100002:20255547/343318/1773424100.m3u8?txtoken=4a28e72c1925e58b8aaada5137bd03cc5432e124d4536984bbf6a1cbec68169c0dd0d844764dadbff84a4e16f440f03daa57cfbff58db28e47e08a0299d9f83ff04ed6cad5163b0152cdce94c2d0cede530a42b07fc7d3e896dd55e43f51e0ee9da2ab608ab59186143baedaa90ae39b673cc78d8d4affa4da957238ad
801.93ms,金鹰纪实,https://stream1.freetv.fun/jin-ying-ji-shi-2.m3u8
801.99ms,八大第一,https://smart.pendy.dpdns.org/Smart.php?id=badafirst
802.00ms,中天新闻,https://stream1.freetv.fun/zhong-tian-xin-wen-7.ctv
802.01ms,Shop Channel (1080p) [Not 24/7],https://stream3.shopch.jp/HLS/master.m3u8
802.06ms,三沙卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.148:11111
802.10ms,07-27 15:50_中乙联赛_赣州瑞狮vs武汉三镇B队_解说,http://one.loiey.top:55488/migu/956580292.m3u8?migutoken=c87f8a8e9dfa3e3110e3bec136b5e65bcdf06ad6ccaebc420cc3d0c6ef466001e79ab86a0567409fae4f09f1a5567b82266500e34c3799f493e5e065455216c8f03c27f3ca4323d946451eb8
802.13ms,金鹰纪实,https://stream1.freetv.fun/jin-ying-ji-shi-6.m3u8
802.30ms,凤凰中文,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw2
802.32ms,德阳新闻综合,https://stream1.freetv.fun/de-yang-xin-wen-zong-he-2.m3u8
802.36ms,八大综合,https://pixman.mytvsuper.com.mp/Smart.php?id=badazhonghe
802.57ms,云南卫视,http://110.7.131.79:9901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0
